file_id,car,is_faulty,elev_mean,elev_load_stratified,elev_p90,elev_persistence,setpoint_error,load_sensitivity,capacity_shortfall,pulldown_rate,greybox_cool_rate,elev_trend,cusum_fraction,full_demand_frac,circuit_asym_lift,circuit_asym_high,circuit_asym_ratio,suction_excursion,lift_deficit,compressor_duty,compressor_cycling,integrity_loss,_cusum_detected,_cusum_onset_day,_cusum_peak,_greybox_r2,_greybox_ua_over_c,_integrity_events,_suction_sd,_weakest_lift
acv_case_01.xlsx,01,1,0.478886590830748,0.46310003991872406,2.0,0.4568624074392974,0.5937607721475353,0.14079513343155722,0.11425401333777199,-18.000000000000256,,0.34441376991329886,0.5427160213638358,0.0013788348845225785,,,,,,,,2.625566821886211,1.0,1.7660972222222222,28.52415184493866,0.0013107538348627878,0.024448626045884655,81.0,,
acv_case_01.xlsx,02,0,-0.061176571038251366,-0.058478552907883265,0.5,0.16152918890993628,0.06096311475409836,-0.0022144669221244614,0.026220942151486938,-24.00000000000034,,-0.13853106497685405,0.0,0.00034153005464480874,,,,,,,,0.0,0.0,,2.8277011494252875,0.0010156748583031172,-0.0681307867832151,0.0,,
acv_case_01.xlsx,03,0,0.09622609289617487,0.08976504522680359,0.5,0.2567590838643017,-0.11552254098360656,0.02349460474028138,0.0014182942270554997,-23.999999999999915,,0.015613606881172469,0.0,0.0023907103825136613,,,,,,,,0.0,0.0,,4.547664748120738,0.0018244333800433443,-0.15834616339445032,0.0,,
acv_case_01.xlsx,04,0,0.030310792349726775,0.029338406640984464,0.5,0.17513345961770277,-0.1723872950819672,0.004347969721581503,-0.013224504161839585,-23.999999999999915,,0.004022039040050357,0.0,0.00034153005464480874,,,,,,,,0.0,0.0,,1.5729142169251065,0.0014750977483432015,-0.13994035278048245,0.0,,
acv_case_01.xlsx,05,0,-0.07970457650273224,-0.07789156382709303,0.5,0.09075254003788531,-0.2619535519125683,-0.015084225541958353,-0.032473633288721486,-23.999999999999915,,0.02973034486955821,0.0,0.00034153005464480874,,,,,,,,0.0,0.0,,0.41915584415584417,0.0016118069423999293,-0.1448092436019127,0.0,,
acv_case_01.xlsx,06,0,-0.08397370218579235,-0.08270415726329097,0.5,0.06216635095574307,-0.26366120218579236,-0.0071679137961843465,-0.03149576443019316,-23.999999999999915,,0.025727034252637764,0.0,0.00034153005464480874,,,,,,,,0.0,0.0,,0.5409090909090909,0.0019600915800730423,-0.15952958279517856,0.0,,
acv_case_01.xlsx,07,0,-0.046704234972677595,-0.04461145152656571,0.5,0.087136214913036,-0.2341188524590164,-0.008720012968916075,-0.027974727799526693,-24.00000000000034,,0.0013727701730137853,0.0,0.00034153005464480874,,,,,,,,0.0,0.0,,1.0632807823984296,0.001730509330318819,-0.1355291436800154,0.0,,
acv_case_01.xlsx,08,0,-0.06937329234972678,-0.06577325362027107,0.5,0.14086447391079732,-0.2546960382513661,-0.010473878444308481,-0.033160411142913494,-23.999999999999915,,0.003824529003239645,0.0,0.00034153005464480874,,,,,,,,0.0,0.0,,1.6452380952380952,0.0012058546257237568,-0.0594181154555145,0.0,,
acv_case_02.xlsx,01,0,-0.06886985888312629,-0.06686115075470275,0.5,0.1852537977028529,0.16867687854299843,0.027695633977153345,0.008539550499284199,-18.000000000000256,,0.006859056826826631,0.0,0.0,,,,,,,,0.0,0.0,,3.2904761904761908,0.0008022887247355337,-0.16196563083868315,0.0,,
acv_case_02.xlsx,02,1,0.2540498065764023,0.25410298579395063,1.0,0.4904285537853526,0.47751450676982593,0.03484037784016972,0.04266438384236844,-23.999999999999915,,0.1433718617473802,0.42459243325454854,0.0,,,,,,,,2.4525548391389433,1.0,2.239236111111111,33.55066550320498,0.0013688760219509044,-0.22602569782524654,89.0,,
acv_case_02.xlsx,03,0,0.1664053075995175,0.16693622957798024,0.5,0.3827343460540941,0.37225572979493365,0.017317112154170672,0.030525929305428568,-23.999999999999915,,-0.008169709371698896,0.09571789229638135,0.0,,,,,,,,0.11270641040338653,1.0,3.515451388888889,7.328655927774512,0.002580312368581361,-0.3003103898360944,1.0,,
acv_case_02.xlsx,04,0,-0.03841978287092883,-0.03923623499201,0.5,0.12844263307397802,0.1683956574185766,-0.003840656658212645,0.00854042791359728,-18.000000000000256,,-0.032247725238152614,0.0,0.0,,,,,,,,0.11270641040338653,0.0,,0.949263882669055,0.0018449489567620159,-0.24490753983207958,1.0,,
acv_case_02.xlsx,05,0,-0.1526956941261609,-0.1563015145407889,0.5,0.06310979375077189,0.08316246532384514,-0.028013684141227232,0.00014347494548471956,-18.000000000000256,,-0.0338356743094078,0.0,0.0,,,,,,,,0.0,0.0,,1.2187100893997447,0.002181342238268935,-0.28898356173556383,0.0,,
acv_case_02.xlsx,06,0,-0.02421592279855247,-0.024437826585915222,0.5,0.10645918241323947,0.19010856453558503,-0.01604256664512818,0.01179655010821582,-18.000000000000256,,0.0056186771471186305,0.0,0.0,,,,,,,,0.11270641040338653,0.0,,0.6938952745849296,0.002657510912400962,-0.3357926228253405,1.0,,
acv_case_02.xlsx,07,0,0.0091978287092883,0.006116405479046146,0.5,0.18031369643077683,0.218335343787696,-0.026325840730294887,0.015324177481972323,-18.000000000000256,,-0.01908023635876729,0.0,0.0,,,,,,,,0.11270641040338653,0.0,,3.162835249042146,0.002352647996432977,-0.2965931064835224,1.0,,
acv_case_02.xlsx,08,0,-0.0183331323121457,-0.015316320255905477,0.5,0.19241694454736322,0.2146303220359426,0.03548999035117529,0.013127682938193275,-17.99999999999983,,0.02569206669875416,0.0,0.0,,,,,,,,0.0,0.0,,3.5624480883101577,0.0013839434667194395,-0.18961124916360683,0.0,,
acv_case_03.xlsx,01,0,-0.00837870538415003,-0.007584538710398356,0.5,0.2812105926860025,0.394010889292196,0.015324291842078376,0.040265826734657305,-17.99999999999983,,-0.014209704590731316,0.9315175814553667,0.0,,,,,,,,0.0,1.0,0.2654513888888889,7.810164835164829,0.0014594264692890935,-0.18566086326334258,0.0,,
acv_case_03.xlsx,02,0,0.09790677862967019,0.09988511630876731,0.5,0.2647805125602639,0.4928806133625411,0.02854182879881208,0.05385046879518777,-18.000000000000256,,0.008355707526961664,0.6221322207854523,0.0,,,,,,,,0.0,1.0,1.4309640522875817,11.479908462906929,0.000724549319100376,-0.11533956927443634,0.0,,
acv_case_03.xlsx,03,1,0.6256998539435248,0.6449140628709211,1.5,0.6947475260086272,0.9430379746835443,0.15102749107671803,0.10875664147368794,-18.000000000000256,,-0.17023616853131515,0.9536384165168902,0.0,,,,,,,,0.21565468916151173,1.0,0.18211805555555557,102.45578610718864,0.00039650969320936813,-0.057429849557413794,2.0,,
acv_case_03.xlsx,04,0,0.13056496491652553,0.12809293726396442,1.0,0.30416141235813365,0.31042826034357607,-0.011045617231613169,0.028828448986413784,-18.000000000000256,,0.1996590930828359,0.10193359799332424,0.0,,,,,,,,0.0,1.0,3.3906498015873017,28.650861058814602,0.0029874633926779692,-0.2813759412776648,0.0,,
acv_case_03.xlsx,05,0,-0.15978103072828453,-0.16168994901003358,0.5,0.04791929382093316,0.2265908541011372,-0.019014250992888008,0.021182685017342738,-18.000000000000256,,-0.007373463546973999,0.0,0.0,,,,,,,,0.0,0.0,,1.4041666666666668,0.0022806433970649076,-0.24877077919349394,0.0,,
acv_case_03.xlsx,06,0,-0.18003163786809442,-0.18248945601287958,0.5,0.05645775183963461,0.21738865904112922,-0.028957291687965316,0.020130769104225052,-18.000000000000256,,-0.03613071135032941,0.0,0.0,,,,,,,,0.0,0.0,,0.9776923076923077,0.0013466591797366423,-0.17875789502622727,0.0,,
