transitions,speed_ms,speed_kmh,is_low_speed,is_zero_speed,s1_v_rms,s2_v_rms,v_rms_ratio,v_rms_diff,s1_s_rms,s2_s_rms,s_rms_ratio,s_rms_diff,v_ptp_ratio,s1_s_kurt,s2_s_kurt,s_kurt_diff,car1_v_diff,car1_v_ratio,car2_v_diff,car2_v_ratio,car3_v_diff,car3_v_ratio,car4_v_diff,car4_v_ratio,car5_v_diff,car5_v_ratio,car6_v_diff,car6_v_ratio,car7_v_diff,car7_v_ratio,car8_v_diff,car8_v_ratio,max_car_v_diff,min_car_v_diff,max_car_v_ratio,min_car_v_ratio,car_v_diff_range,band_0_100_s1,band_0_100_s2,band_0_100_ratio,band_0_100_diff,band_100_250_s1,band_100_250_s2,band_100_250_ratio,band_100_250_diff,band_250_500_s1,band_250_500_s2,band_250_500_ratio,band_250_500_diff,band_500_1000_s1,band_500_1000_s2,band_500_1000_ratio,band_500_1000_diff,band_1000_2000_s1,band_1000_2000_s2,band_1000_2000_ratio,band_1000_2000_diff,band_2000_4000_s1,band_2000_4000_s2,band_2000_4000_ratio,band_2000_4000_diff,dominant_wavelength_s1,filename,label
118,1.7505652397503124,6.302034863101125,1,0,0.19692817591439166,0.17899566908227538,1.100183964909419,0.01793250683211628,1.3448160355748118,1.401616704140104,0.9594748849722875,-0.0568006685652922,1.0655307903236402,40.721489282930264,47.11164399029241,-6.390154707362143,0.07922710727118432,1.7327814047757832,0.06536721832153833,1.3395680415107276,-0.021608964713090345,0.8916391114324212,0.054186632264154044,1.2798026370386926,-0.060601432255241255,0.728331858584517,0.04207191632513574,1.267965496236549,-0.02038347726021217,0.8916661161359715,0.0032740608677424288,1.0228755698972969,0.07922710727118432,-0.060601432255241255,1.7327814047757832,0.728331858584517,0.13982853952642557,7.56858046395989e-05,6.64879389107166e-05,1.1381676767639126,9.1978657288823e-06,3.627704423269432e-05,3.266245433930762e-05,1.1103250418824546,3.614589893386704e-06,9.80727937080356e-06,7.305415964675614e-06,1.3406318134417174,2.5018634061279453e-06,7.07223221290651e-07,7.434659482924396e-07,0.9386266531266777,-3.624272700178857e-08,2.501386796943332e-07,2.417344171010068e-07,0.9936610280586571,8.404262593326407e-09,2.5633793010209387e-07,2.95321500351633e-07,0.8395672424211015,-3.898357024953911e-08,0.0,Train1.csv,Normal
900,13.351768777756622,48.06636759992384,0,0,0.9168447964102008,0.9702241131129037,0.9449824783458911,-0.053379316702702906,1.605922888389668,1.7732901342592344,0.9056176698373961,-0.16736724586956653,0.910889551775675,27.514461677431086,20.096907683760605,7.417553993670481,0.17866975551960124,1.5681477579510692,0.16474726641976034,1.3619183994239648,0.4608981126079099,1.7279607856792139,-0.45088165212857356,0.624979150493679,0.6581051733146379,1.6380201046185838,-0.8619613558718133,0.5752050162961809,-0.0420337062471724,0.8475882945794044,-0.09433434085532039,0.7286608232993556,0.6581051733146379,-0.8619613558718133,1.7279607856792139,0.5752050162961809,1.5200665291864512,0.0012503079511176863,0.001827921882620256,0.6840013914114937,-0.0005776139315025698,0.000527787611168344,0.0005840459932604791,0.9036592677047653,-5.625838209213517e-05,0.00022513673767727652,0.00028638527868730723,0.7861049201271431,-6.124854101003071e-05,0.000280297237993946,0.00027303279054315664,1.0265689031245187,7.264447450789355e-06,2.400869395745238e-05,2.7357407001306402e-05,0.8772732453719969,-3.3487130438540225e-06,6.123660290114147e-06,6.72144566763292e-06,0.909709532316184,-5.977853775187732e-07,0.1367221108841934,Train2.csv,Side II
1200,17.802358370342162,64.08849013323179,0,0,0.48945308022753853,0.5053707440692964,0.9685029778363959,-0.015917663841757856,1.557438887881616,1.7087826639753898,0.9114318114300161,-0.1513437760937737,0.9358098672615212,20.105464531750446,16.76524938848182,3.340215143268626,-0.043717349701898056,0.8842477837082799,-0.13670372237672251,0.7116578832677154,0.11761937866819666,1.2991771140037582,-0.05572666667301096,0.8997866686420126,0.03438762894856218,1.102082318222827,-0.24322823695010037,0.667424222614192,0.2520258297471975,1.6134138138388787,-0.024701692228777605,0.9606890993775066,0.2520258297471975,-0.24322823695010037,1.6134138138388787,0.667424222614192,0.4952540666972979,0.00036369774377527337,0.0003846275464412248,0.9455596499621725,-2.0929802665951435e-05,9.914576797118898e-05,0.00011255783996774363,0.8807645949287047,-1.341207199655466e-05,0.00011698867971563339,0.0001392282594971901,0.8402049848805693,-2.223957978155671e-05,0.00019534393194795897,0.00020462486299730219,0.9545975162137172,-9.28093104934322e-06,1.466783447593143e-05,1.5255932334265764e-05,0.9608213998831995,-5.880978583343341e-07,1.5235418475088923e-06,1.7843937643127223e-06,0.8490565882524843,-2.6085191680383e-07,0.029402604743745335,Train3.csv,Normal
861,12.773192130720501,45.98349167059381,0,0,0.4171415855335428,0.53481945522048,0.7799670966754653,-0.11767786968693722,1.4894452566471257,1.5606311383253648,0.9543864725789787,-0.07118588167823914,0.7602050736629035,24.852020963236093,17.18447740105423,7.667543562181862,-0.016464496270060885,0.9153066183081789,-0.20637924897879578,0.6777102020627932,-0.036360106003872406,0.918596874008019,0.13228179111204658,1.2877914119465235,-0.14606859807891842,0.7312273350996971,-0.03266488490245939,0.9232617345497339,0.10706570866966547,1.3464072912658036,-0.5164242679257762,0.442331315393262,0.13228179111204658,-0.5164242679257762,1.3464072912658036,0.442331315393262,0.6487060590378229,0.00041626741999441637,0.0005795922057545512,0.7181950238655518,-0.0001633247857601348,9.051638580500746e-05,0.00014527942171897414,0.6230074064173003,-5.476303591396668e-05,5.104520183738628e-05,6.212841415694821e-05,0.821475773560251,-1.1083212319561931e-05,4.8469861674701114e-05,6.830095729301704e-05,0.7095473932065048,-1.9831095618315925e-05,4.120354260136339e-06,4.582850957274172e-06,0.8971234421640678,-4.62496697137833e-07,1.3728588153662048e-06,2.7364932968782675e-06,0.4998587897252945,-1.3636344815120627e-06,0.13079748607921168,Train4.csv,Normal
0,0.0,0.0,1,1,0.0767547758486966,0.06002279315579302,1.2787602679847303,0.016731982692903574,1.3895557862583816,1.5423674212947749,0.9009239679626067,-0.15281163503639328,0.9945533485058613,23.9813059279171,23.359858860701742,0.6214470672153567,0.008624820665826524,1.1228807229783708,0.0017116442542882276,1.027063219110596,0.0427824270290732,1.9612553276835876,0.04923179564336871,2.296903267385474,-0.014107821898293169,0.8147368709527649,0.0003328463260541259,1.0066923145120035,0.01883370092677189,1.2630628464646343,0.027874851614527706,1.5026352593884313,0.04923179564336871,-0.014107821898293169,2.296903267385474,0.8147368709527649,0.06333961754166187,8.475169624584039e-07,1.1462796366483347e-06,0.7329688559724794,-2.9876267418993075e-07,1.0802981628663688e-07,1.8845808982438605e-07,0.5443457426312607,-8.042827353774917e-08,8.601409341159646e-07,1.5084847954978305e-06,0.5664468532488467,-6.483438613818659e-07,2.539145643047017e-07,3.2754792906676155e-07,0.7522326236949938,-7.363336476205985e-08,1.8876965448319302e-07,2.4298818541349334e-07,0.7461599606901044,-5.4218530930300316e-08,2.862978017224668e-07,3.590630852709186e-07,0.7757421783658037,-7.276528354845185e-08,0.0,Train5.csv,Normal
369,5.474225198880214,19.70721071596877,0,0,0.3204044669406872,0.36516152830944765,0.877432131609567,-0.044757061368760453,1.43398023126482,1.5340653362612693,0.9347582453117981,-0.10008510499644929,0.8676691703012809,21.39103956285362,29.393465027882065,-8.002425465028445,-0.18586230735712841,0.5025553750400557,0.048503502814506605,1.2998130527988936,-0.017722706355662365,0.9492766690589587,0.08761156416588234,1.269843354406532,-0.17585050368467237,0.7140118430323055,0.09140975495134229,1.311859281803646,-0.06952287726003731,0.8007744676100518,-0.08851497500178487,0.7010990872162393,0.09140975495134229,-0.18586230735712841,1.311859281803646,0.5025553750400557,0.2772720623084707,0.00017205893554633783,0.000359523529599363,0.4785615843341991,-0.00018746459405302517,7.665783994222921e-05,0.00010278453033662081,0.7457385105141111,-2.61266903943916e-05,3.290099841547168e-05,5.1650553276052545e-05,0.6368688743936288,-1.8749554860580868e-05,9.124067459193192e-06,1.089832992952671e-05,0.8364311969054155,-1.774262470333518e-06,1.7356084464898816e-06,2.2040292686192678e-06,0.7839139577284165,-4.6842082212938616e-07,2.255766954892641e-06,8.816297925466761e-07,2.529936722335972,1.3741371623459647e-06,0.05605606546251928,Train6.csv,Normal
1223,18.143570239107053,65.31685286078539,0,0,0.5171481235646403,0.5295984106058541,0.9764910608551838,-0.012450287041213759,1.4277792646641354,1.5211415068244536,0.9386235592627687,-0.09336224216031819,1.0007120800953557,20.773767870562736,21.584469371749787,-0.8107015011870509,-0.018996558542312858,0.9349939855700214,0.013698783287530325,1.0520458631750305,-0.10075972100371722,0.7853768026687884,0.12314993059284357,1.3508287917142616,0.38106738044644106,1.7792019233883225,-0.46472054383835804,0.5124093797793379,0.1917065805463128,1.4769078975782677,-0.13204193176992862,0.8001088262674587,0.38106738044644106,-0.46472054383835804,1.7792019233883225,0.5124093797793379,0.8457879242847991,0.000425177411723301,0.0004549667070549257,0.9345036902558899,-2.978929533162467e-05,6.22121469415527e-05,6.461309073397726e-05,0.96269222401712,-2.4009437924245606e-06,9.563700950367034e-05,6.617918064273637e-05,1.444903964288091,2.9457828860933975e-05,0.00026230439856227714,0.0002987684818028638,0.8779226568777716,-3.6464083240586673e-05,1.2055068602804122e-05,1.1868027233498125e-05,1.01490494724635,1.8704136930599796e-07,2.182887399098668e-06,2.2362657357422075e-06,0.971785022744605,-5.33783366435396e-08,0.029490501420075158,Train7.csv,Normal
872,12.936380415781969,46.57096949681509,0,0,0.37950608001779373,0.38282402116117986,0.9913329601244673,-0.0033179411433861272,1.3261353583568336,1.483685652600483,0.8938115341982156,-0.1575502942436493,0.935004720141617,26.39903640182098,25.420071791611093,0.9789646102098857,-0.07213333008050166,0.724832215016808,0.009853279246399116,1.0375807986685797,0.1103132147866408,1.280967050986953,-0.10414885319530659,0.7860791328147095,-0.006398758496179213,0.9846728291627734,-0.16582568734604675,0.6418904115319924,0.11309763788301541,1.2825742453200493,0.04100457960537218,1.133115007097593,0.11309763788301541,-0.16582568734604675,1.2825742453200493,0.6418904115319924,0.27892332522906216,0.00030954068388443483,0.0003884140127936657,0.7969143865697758,-7.887332890923088e-05,0.0001152495672372417,9.875992633240046e-05,1.166848771855723,1.648964090484124e-05,4.593816721365583e-05,3.107807487027656e-05,1.4776780937817897,1.4860092343379271e-05,6.521541332162515e-05,6.159831670405952e-05,1.0585488585070846,3.6170966175656354e-06,4.237441717823211e-06,3.6383723100134254e-06,1.1614608811148492,5.990694078097855e-07,1.039784296803058e-06,1.2992719074595872e-06,0.7941698671443866,-2.5948761065652927e-07,0.13246853410112958,Train8.csv,Normal
367,5.444554601596311,19.60039656574672,0,0,0.28186933223118066,0.33180156715561276,0.8495117312205716,-0.049932234924432106,1.3672490427947679,1.4352641200221106,0.9526114491370345,-0.06801507722734268,0.7939335555112552,26.99148577085743,31.324973346888825,-4.333487576031395,-0.03187717801088108,0.9151996142549946,-0.14006943919545845,0.6642804944811284,0.023873898717569203,1.1410264964755092,0.03638843184637175,1.1393918062371624,-0.1441989317153034,0.6667836633783556,0.05881176491547435,1.2047400224081968,-0.05273515796884959,0.8107290389013012,-0.10186599090258353,0.7073206614136855,0.05881176491547435,-0.1441989317153034,1.2047400224081968,0.6642804944811284,0.20301069663077775,0.0001917997459366097,0.00028965640757625736,0.662140106412293,-9.785666163964767e-05,3.906774541639125e-05,5.9273412007057065e-05,0.6589996104094117,-2.0205666590665818e-05,1.8662776866823917e-05,3.905775718970629e-05,0.4777027966105321,-2.0394980322882372e-05,5.619566469040949e-06,6.359187364316078e-06,0.8823050960197929,-7.396208952751296e-07,1.0372893987021258e-06,1.0669021494514376e-06,0.9632160166367111,-2.9612750749311797e-08,7.422683513049433e-07,6.628385504716111e-07,1.103189391845439,7.942980083333222e-08,0.0557522385494433,Train9.csv,Normal
579,8.589637913690092,30.922696489284334,0,0,0.2464889945717241,0.23170744662261528,1.0637939674646884,0.014781547949108825,1.4315910023380949,1.5075660788947398,0.9496041419899903,-0.07597507655664493,1.1051769942763348,33.09415533186146,47.1037881009479,-14.009632769086444,0.08311176022641342,1.3516757861561617,-0.01477642081609426,0.9198057921969164,0.02444048344907504,1.1235937469822517,0.024142493534660803,1.1043138797470775,-0.05066940177462406,0.8082150273551126,-0.02655287434048953,0.9102698771221812,0.011322705153399004,1.0697089902468044,0.05217414752256755,1.2074031076165155,0.08311176022641342,-0.05066940177462406,1.3516757861561617,0.8082150273551126,0.13378116200103748,9.055850307201013e-05,5.948576492964317e-05,1.5220999877739239,3.1072738142366955e-05,1.0370626719844672e-05,8.141114692936164e-06,1.2722955215968141,2.229512026908508e-06,2.1805776164073983e-05,1.8287671275046287e-05,1.1917241181292793,3.518104889027696e-06,5.863200749766363e-05,6.251458130186529e-05,0.9377433047426816,-3.8825738042016575e-06,1.8435474425616427e-06,1.6494172762894502e-06,1.1109607383887903,1.9413016627219247e-07,4.5519809908272106e-07,4.982068684575059e-07,0.8956945042170024,-4.300876937478481e-08,0.013961570173526994,Train10.csv,Normal
