transitions,speed_ms,speed_kmh,is_low_speed,v_rms_ratio,v_rms_diff,s_rms_ratio,s_rms_diff,s_kurt_ratio,s_kurt_diff,car1_v_ratio,car1_v_diff,car2_v_ratio,car2_v_diff,car3_v_ratio,car3_v_diff,car4_v_ratio,car4_v_diff,car5_v_ratio,car5_v_diff,car6_v_ratio,car6_v_diff,car7_v_ratio,car7_v_diff,car8_v_ratio,car8_v_diff,top1_car_ratio,top2_car_ratio,top3_car_ratio,mean_top2_car_ratio,mean_top3_car_ratio,top1_car_diff,top2_car_diff,mean_top2_car_diff,min1_car_ratio,min2_car_ratio,mean_min2_car_ratio,min1_car_diff,min2_car_diff,mean_min2_car_diff,car_ratio_std,car_ratio_range,spectral_centroid_diff,spectral_entropy_diff,band_100_250_ratio,band_100_250_diff,band_100_250_s1,band_100_250_s2,band_250_500_ratio,band_250_500_diff,band_250_500_s1,band_250_500_s2,band_500_1000_ratio,band_500_1000_diff,band_500_1000_s1,band_500_1000_s2,band_1000_2000_ratio,band_1000_2000_diff,band_1000_2000_s1,band_1000_2000_s2,band_2000_4000_ratio,band_2000_4000_diff,band_2000_4000_s1,band_2000_4000_s2,wave_2_4cm_ratio,wave_2_4cm_diff,wave_4_7cm_ratio,wave_4_7cm_diff,wave_7_12cm_ratio,wave_7_12cm_diff,wave_12_20cm_ratio,wave_12_20cm_diff,wave_20_30cm_ratio,wave_20_30cm_diff,filename,label
118,1.7505652397503124,6.302034863101125,1,1.069388298429195,0.011901151720329711,0.9324494654252222,-0.07975457824342524,0.8643614577041189,-6.390154707362157,1.9846001070117625,0.08552640667780963,1.3632717219036818,0.06685383527003105,0.7997681577557969,-0.039533801708234145,1.222897395171471,0.04235956819938369,0.7208645505918814,-0.05952190101790056,1.2745174126298013,0.04192698975765924,0.8085414600216791,-0.03407263164703808,0.9128931037788692,-0.011803141716396154,1.9846001070117625,1.3632717219036818,1.2745174126298013,1.6739359144577222,1.5407964138484154,0.08552640667780963,0.06685383527003105,0.07619012097392033,0.7208645505918814,0.7997681577557969,0.7603163541738391,-0.05952190101790056,-0.039533801708234145,-0.04952785136306735,0.393844485734508,1.2637355564198811,-0.9060750553675092,0.0017067079846118105,1.1103250418824546,3.6145898933866974e-06,3.627704423269431e-05,3.266245433930761e-05,1.3406318134417174,2.5018634061279445e-06,9.807279370803556e-06,7.3054159646756115e-06,0.9386266531266776,-3.6242727001788674e-08,7.072232212906509e-07,7.434659482924396e-07,0.9936610280586575,8.404262593326513e-09,2.501386796943332e-07,2.417344171010067e-07,0.8395672424211015,-3.898357024953911e-08,2.563379301020938e-07,2.9532150035163293e-07,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Train1.csv,Normal
900,13.351768777756622,48.06636759992384,0,0.9435165538767465,-0.054731160882586005,0.9100600722484777,-0.1332327482993787,1.3690893194465623,7.417553993670484,1.5778193848473443,0.17863931526559101,1.3654508671532681,0.16521548275685932,1.7248237089633058,0.4585961174855663,0.6213568744476046,-0.45501531441562015,1.6404774323770104,0.6593637750726504,0.5750086351705431,-0.8621623925816551,0.8099364556890515,-0.051197029665919436,0.7023311173261853,-0.10273644196624981,1.7248237089633058,1.6404774323770104,1.5778193848473443,1.682650570670158,1.6477068420625534,0.6593637750726504,0.4585961174855663,0.5589799462791083,0.5750086351705431,0.6213568744476046,0.5981827548090739,-0.8621623925816551,-0.45501531441562015,-0.6585888534986376,0.46400315210691817,1.1498150737927628,22.540125552507163,0.395536028035659,0.9036592677047651,-5.625838209213528e-05,0.0005277876111683437,0.000584045993260479,0.786104920127143,-6.124854101003071e-05,0.00022513673767727646,0.0002863852786873072,1.0265689031245184,7.264447450789301e-06,0.00028029723799394594,0.00027303279054315664,0.8772732453719972,-3.3487130438540123e-06,2.4008693957452373e-05,2.7357407001306385e-05,0.9097095323161841,-5.977853775187723e-07,6.123660290114146e-06,6.7214456676329186e-06,0.906187721337308,-4.300101959580613e-05,0.8381410131220326,-1.9831613888723852e-05,1.0754966480467207,1.804413759975694e-05,0.804240110361305,-0.00016266242276433325,0.4922581366259741,-0.00047732544700381397,Train2.csv,Side II
1200,17.802358370342162,64.08849013323179,0,0.9629654721340127,-0.018619608164658852,0.8929247994682317,-0.15635234461934333,1.1992344434536775,3.340215143268626,0.8756497148090098,-0.04627254016949006,0.7053027783417185,-0.13869882994419142,1.285155718770525,0.11181995397983568,0.888246678755669,-0.06200327858500099,1.111265293998477,0.03678639288662294,0.6658511161400663,-0.24408343369948415,1.6179775294086334,0.2510565248326989,0.9553037460036945,-0.02800796823190055,1.6179775294086334,1.285155718770525,1.111265293998477,1.4515666240895793,1.3381328473925453,0.2510565248326989,0.11181995397983568,0.1814382394062673,0.6658511161400663,0.7053027783417185,0.6855769472408924,-0.24408343369948415,-0.13869882994419142,-0.19139113182183778,0.29636755496074396,0.9521264132685671,1.0607295223193205,-0.032457031169350614,0.8807645949287047,-1.3412071996554646e-05,9.914576797118893e-05,0.00011255783996774358,0.8402049848805695,-2.223957978155667e-05,0.00011698867971563335,0.00013922825949719001,0.954597516213717,-9.280931049343246e-06,0.00019534393194795888,0.00020462486299730213,0.9608213998831995,-5.880978583343341e-07,1.4667834475931426e-05,1.525593233426576e-05,0.8490565882524843,-2.6085191680383e-07,1.523541847508892e-06,1.784393764312722e-06,0.9392813498887015,-1.3148465535660114e-05,0.8191870157876995,-2.103342394104366e-05,0.9266222746648263,-3.5679358683680462e-06,0.8999263837293456,-9.47735278759485e-06,0.623594707669913,-6.633549104214787e-05,Train3.csv,Normal
861,12.773192130720501,45.98349167059381,0,0.7719594966280959,-0.12139332953168958,0.9319127393654411,-0.09129872711243836,1.4461900917190282,7.667543562181859,0.883365015804851,-0.02140715597910056,0.6738541991426559,-0.20799388304132616,0.9024394945660444,-0.04348109157730734,1.2783248547462274,0.12750815029264773,0.7300616074306021,-0.1456197058012041,0.9214692055008462,-0.03330705608343898,1.3448298154483547,0.10441681573384948,0.4346013768880836,-0.5229645641524439,1.3448298154483547,1.2783248547462274,0.9214692055008462,1.311577335097291,1.181541291898476,0.12750815029264773,0.10441681573384948,0.1159624830132486,0.4346013768880836,0.6738541991426559,0.5542277880153698,-0.5229645641524439,-0.20799388304132616,-0.365479223596885,0.28245423805254993,0.910228438560271,4.842714295609653,-0.21744965924882376,0.6230074064173003,-5.4763035913966656e-05,9.051638580500743e-05,0.0001452794217189741,0.821475773560251,-1.1083212319561925e-05,5.104520183738627e-05,6.21284141569482e-05,0.7095473932065045,-1.983109561831594e-05,4.846986167470109e-05,6.830095729301703e-05,0.8971234421640675,-4.624966971378347e-07,4.120354260136338e-06,4.582850957274172e-06,0.49985878972529485,-1.363634481512061e-06,1.3728588153662048e-06,2.736493296878266e-06,0.7497758158444798,-2.638717156783038e-05,0.5577764638475315,-1.1196834959449926e-05,0.6316411167306347,-4.68370173756453e-05,0.7306129017025143,-6.576322958874801e-05,0.957530514124674,-8.506384246510183e-06,Train4.csv,Normal
0,0.0,0.0,1,0.891943528098497,-0.003360205127534186,0.914740361298153,-0.11404168028451478,1.0266032025559357,0.6214470672153531,0.9865833545589737,-0.0003755484860677172,0.9472935903081906,-0.0014395252792647507,0.8642460485137509,-0.004676071685473366,1.754739889100518,0.006893202848982026,0.84876274860199,-0.005887048570328013,0.8246349176038265,-0.005921811275732998,0.7416830909945389,-0.009248754801721683,1.0040072556904023,0.00012668198086337318,1.754739889100518,1.0040072556904023,0.9865833545589737,1.37937357239546,1.248443499783298,0.006893202848982026,0.00012668198086337318,0.0035099424149226998,0.7416830909945389,0.8246349176038265,0.7831590042991827,-0.009248754801721683,-0.005921811275732998,-0.007585283038727341,0.2981799719585948,1.013056798105979,83.77255315773675,0.25562613188636796,0.5443457426312605,-8.042827353774921e-08,1.0802981628663681e-07,1.8845808982438602e-07,0.5664468532488469,-6.483438613818655e-07,8.601409341159646e-07,1.5084847954978301e-06,0.7522326236949934,-7.363336476205996e-08,2.539145643047016e-07,3.2754792906676155e-07,0.7461599606901046,-5.421853093030021e-08,1.8876965448319297e-07,2.429881854134932e-07,0.7757421783658035,-7.27652835484519e-08,2.8629780172246673e-07,3.590630852709186e-07,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Train5.csv,Normal
369,5.474225198880214,19.70721071596877,0,0.8635915478572469,-0.04931953606142858,0.88505078982454,-0.1485059742188417,0.7277481418160472,-8.002425465028441,0.4697484438259148,-0.19515436232858405,1.3289311277364297,0.04986102447146096,0.9230179062882105,-0.026808540086115107,1.2490178194008459,0.0803325997848528,0.712803260017814,-0.17560103957256312,1.3143852799434497,0.0914283211203894,0.7736026838774364,-0.07775534503071718,0.6586101661034589,-0.09990511778763891,1.3289311277364297,1.3143852799434497,1.2490178194008459,1.3216582038399398,1.297444742360242,0.0914283211203894,0.0803325997848528,0.0858804604526211,0.4697484438259148,0.6586101661034589,0.5641793049646868,-0.19515436232858405,-0.17560103957256312,-0.1853777009505736,0.30939971681273815,0.859182683910515,39.36037188199393,0.46667476866438307,0.7457385105141111,-2.61266903943916e-05,7.665783994222918e-05,0.00010278453033662078,0.6368688743936287,-1.8749554860580868e-05,3.290099841547166e-05,5.165055327605253e-05,0.8364311969054153,-1.774262470333518e-06,9.124067459193189e-06,1.0898329929526707e-05,0.7839139577284165,-4.6842082212938616e-07,1.7356084464898812e-06,2.2040292686192673e-06,2.5299367223359726,1.3741371623459645e-06,2.2557669548926404e-06,8.816297925466759e-07,0.665584571465122,-2.1448301163759508e-05,0.9065103884216625,-7.533556097519755e-06,0.4147121442287892,-0.0001629204396676058,0.477579196200626,-2.0586849991343185e-05,0.3607000418619785,-3.124282906056255e-06,Train6.csv,Normal
1223,18.143570239107053,65.31685286078539,0,0.9715814524632707,-0.014979904059167493,0.9235646226412606,-0.10096627431830063,0.9624405169824316,-0.8107015011870544,0.9242770782354799,-0.021573885094148704,1.0518275571650706,0.013325704689606921,0.7670501631669392,-0.10917422407697441,1.335381390009394,0.11705798300009507,1.7922693885771883,0.3839079705222181,0.5108073506909567,-0.46594231122924606,1.478290284537482,0.19004681832319348,0.7934361368562223,-0.13611082275966646,1.7922693885771883,1.478290284537482,1.335381390009394,1.635279836557335,1.5353136877080213,0.3839079705222181,0.19004681832319348,0.28697739442270576,0.5108073506909567,0.7670501631669392,0.6389287569289479,-0.46594231122924606,-0.13611082275966646,-0.3010265669944563,0.39690053535233716,1.2814620378862316,-4.943174992972047,0.14474244120601476,0.9626922240171193,-2.4009437924246013e-06,6.221214694155267e-05,6.461309073397727e-05,1.4449039642880908,2.9457828860933962e-05,9.563700950367032e-05,6.617918064273636e-05,0.8779226568777718,-3.646408324058662e-05,0.00026230439856227714,0.00029876848180286376,1.01490494724635,1.8704136930599796e-07,1.2055068602804119e-05,1.1868027233498121e-05,0.971785022744605,-5.33783366435396e-08,2.182887399098667e-06,2.2362657357422067e-06,0.9092116812749889,-2.746998986264261e-05,1.4166635097017302,2.2195110912569216e-05,0.9161384889223034,-1.6372453411438696e-06,0.9141815657229302,-6.963548274720229e-06,1.056480339147426,3.8469828271642205e-06,Train7.csv,Normal
872,12.936380415781969,46.57096949681509,0,0.9823530785778669,-0.006694036201395859,0.9261283782699846,-0.0940141305675104,1.03851148052807,0.9789646102098857,0.6899721941274016,-0.07879838761847646,1.037032016349282,0.009477218460554493,1.2670460283275726,0.10457949984851311,0.7689274215128038,-0.11214796190859366,0.9890058331026024,-0.004531609164526773,0.6373180955947267,-0.1674223013449206,1.278940973995662,0.11027714045299286,1.11688100193261,0.03561463837045936,1.278940973995662,1.2670460283275726,1.11688100193261,1.2729935011616174,1.220956001418615,0.11027714045299286,0.10457949984851311,0.10742832015075299,0.6373180955947267,0.6899721941274016,0.6636451448610642,-0.1674223013449206,-0.11214796190859366,-0.13978513162675713,0.2344017689261531,0.6416228784009353,25.505973970107362,0.16279773621379068,1.1668487718557232,1.6489640904841253e-05,0.00011524956723724168,9.875992633240043e-05,1.4776780937817893,1.4860092343379257e-05,4.593816721365582e-05,3.107807487027656e-05,1.0585488585070844,3.617096617565622e-06,6.521541332162513e-05,6.15983167040595e-05,1.1614608811148492,5.990694078097851e-07,4.23744171782321e-06,3.638372310013425e-06,0.7941698671443868,-2.5948761065652906e-07,1.039784296803058e-06,1.299271907459587e-06,1.204256840376764,1.4705253473386176e-05,1.036037786872727,5.269198733682454e-07,0.9754291174882266,-8.448649952481048e-07,1.038503575264352,1.0053446708583095e-05,0.6214434856656055,-5.651003215511055e-05,Train8.csv,Normal
367,5.444554601596311,19.60039656574672,0,0.8316161023779024,-0.055198460887909195,0.9344902553890039,-0.07954018499229187,0.8616602945943642,-4.333487576031388,0.9080448583686339,-0.034047938347394946,0.6545707199330245,-0.14279087730238532,1.0493678598858514,0.008233854229038662,1.1014204623714114,0.02620522109485507,0.6635563467085277,-0.14391263233489787,1.2043282504945907,0.058264079071084385,0.7691681766379111,-0.06271451207798218,0.6766512361685216,-0.11156558425416344,1.2043282504945907,1.1014204623714114,1.0493678598858514,1.152874356433001,1.1183721909172846,0.058264079071084385,0.02620522109485507,0.04223465008296973,0.6545707199330245,0.6635563467085277,0.6590635333207762,-0.14391263233489787,-0.14279087730238532,-0.1433517548186416,0.2046239458451382,0.5497575305615662,4.227631682357995,-0.14536268644747175,0.6589996104094119,-2.0205666590665804e-05,3.906774541639125e-05,5.927341200705705e-05,0.477702796610532,-2.0394980322882372e-05,1.866277686682391e-05,3.905775718970628e-05,0.8823050960197926,-7.396208952751313e-07,5.619566469040945e-06,6.359187364316077e-06,0.9632160166367119,-2.961275074931095e-08,1.0372893987021258e-06,1.0669021494514368e-06,1.1031893918454392,7.942980083333233e-08,7.422683513049432e-07,6.628385504716109e-07,0.5872909720727124,-1.7467731225255026e-05,0.6270873414766526,-3.237733633646847e-05,0.7562206947009099,-4.378698061677919e-05,0.382392951681854,-2.2821826312482896e-05,0.4961558110012802,-2.0813290313116114e-06,Train9.csv,Normal
579,8.589637913690092,30.922696489284334,0,1.0453843646808403,0.010282673875465331,0.9523914590565327,-0.06138964245982392,0.7025794879577782,-14.009632769086444,1.359752136659809,0.0824601148586735,0.9069026148951842,-0.016439621502636254,1.0638452349707352,0.012539676612348394,1.0573200001289285,0.013090952744006928,0.8084972959597424,-0.04894910127477295,0.9065963562111004,-0.027457582682543447,1.0074896270453535,0.0011344146920770626,1.1892878388472998,0.04694873977632796,1.359752136659809,1.1892878388472998,1.0638452349707352,1.2745199877535545,1.2042950701592814,0.0824601148586735,0.04694873977632796,0.06470442731750073,0.8084972959597424,0.9065963562111004,0.8575468260854213,-0.04894910127477295,-0.027457582682543447,-0.0382033419786582,0.16412921029768615,0.5512548407000667,-53.36558985652539,-0.22066553847439696,1.2722955215968144,2.2295120269085095e-06,1.037062671984467e-05,8.14111469293616e-06,1.1917241181292793,3.518104889027696e-06,2.1805776164073976e-05,1.828767127504628e-05,0.9377433047426821,-3.88257380420163e-06,5.863200749766363e-05,6.251458130186526e-05,1.1109607383887905,1.941301662721929e-07,1.8435474425616427e-06,1.6494172762894498e-06,0.8956945042170025,-4.3008769374784756e-08,4.55198099082721e-07,4.982068684575058e-07,1.18938610801963,3.2260183006631353e-06,1.2168843819275927,5.154241956537502e-07,1.8174585062523074,1.9185390386378165e-05,1.3406647893389683,1.1845992976436867e-05,1.3364581856629172,1.2898006480394228e-06,Train10.csv,Normal
