transitions,speed_ms,speed_kmh,is_low_speed,is_zero_speed,s1_v_rms,s2_v_rms,v_rms_ratio,v_rms_diff,s1_s_rms,s2_s_rms,s_rms_ratio,s_rms_diff,v_ptp_ratio,s1_s_kurt,s2_s_kurt,s_kurt_diff,car1_v_diff,car1_v_ratio,car2_v_diff,car2_v_ratio,car3_v_diff,car3_v_ratio,car4_v_diff,car4_v_ratio,car5_v_diff,car5_v_ratio,car6_v_diff,car6_v_ratio,car7_v_diff,car7_v_ratio,car8_v_diff,car8_v_ratio,max_car_v_diff,min_car_v_diff,max_car_v_ratio,min_car_v_ratio,car_v_diff_range,band_0_100_s1,band_0_100_s2,band_0_100_ratio,band_0_100_diff,band_100_250_s1,band_100_250_s2,band_100_250_ratio,band_100_250_diff,band_250_500_s1,band_250_500_s2,band_250_500_ratio,band_250_500_diff,band_500_1000_s1,band_500_1000_s2,band_500_1000_ratio,band_500_1000_diff,band_1000_2000_s1,band_1000_2000_s2,band_1000_2000_ratio,band_1000_2000_diff,band_2000_4000_s1,band_2000_4000_s2,band_2000_4000_ratio,band_2000_4000_diff,dominant_wavelength_s1,filename,label,s_kurt_ratio,top1_car_ratio,top2_car_ratio,top3_car_ratio,mean_top2_car_ratio,mean_top3_car_ratio,top1_car_diff,top2_car_diff,mean_top2_car_diff,min1_car_ratio,min2_car_ratio,mean_min2_car_ratio,min1_car_diff,min2_car_diff,mean_min2_car_diff,car_ratio_std,car_ratio_range,spectral_centroid_diff,spectral_entropy_diff,wave_2_4cm_ratio,wave_2_4cm_diff,wave_4_7cm_ratio,wave_4_7cm_diff,wave_7_12cm_ratio,wave_7_12cm_diff,wave_12_20cm_ratio,wave_12_20cm_diff,wave_20_30cm_ratio,wave_20_30cm_diff,v_rms_diff_speed_norm,s1_v_rms_speed_norm,tail_cars_v_ratio,lead_cars_v_ratio,tail_vs_lead_diff,wave_4_20cm_ratio,asymmetry_x_corrugation
118,1.7505652397503124,6.302034863101125,1,0,0.1969281759143916,0.1789956690822753,1.100183964909419,0.0179325068321162,1.3448160355748118,1.401616704140104,0.9594748849722876,-0.0568006685652922,1.0655307903236402,40.72148928293026,47.11164399029241,-6.390154707362143,0.0792271072711843,1.7327814047757832,0.0653672183215383,1.3395680415107276,-0.0216089647130903,0.8916391114324212,0.054186632264154,1.2798026370386926,-0.0606014322552412,0.728331858584517,0.0420719163251357,1.267965496236549,-0.0203834772602121,0.8916661161359715,0.0032740608677424,1.0228755698972969,0.0792271072711843,-0.0606014322552412,1.7327814047757832,0.728331858584517,0.1398285395264255,7.56858046395989e-05,6.64879389107166e-05,1.1381676767639126,9.1978657288823e-06,3.627704423269432e-05,3.266245433930762e-05,1.1103250418824546,3.614589893386704e-06,9.80727937080356e-06,7.305415964675614e-06,1.3406318134417174,2.5018634061279453e-06,7.07223221290651e-07,7.434659482924396e-07,0.9386266531266776,-3.6242727001788574e-08,2.501386796943332e-07,2.417344171010068e-07,0.9936610280586572,8.404262593326407e-09,2.563379301020939e-07,2.95321500351633e-07,0.8395672424211015,-3.898357024953911e-08,0.0,Train1.csv,Normal,0.8643614577041189,1.9846001070117625,1.3632717219036818,1.2745174126298011,1.6739359144577222,1.5407964138484154,0.0855264066778096,0.066853835270031,0.0761901209739203,0.7208645505918814,0.7997681577557969,0.7603163541738391,-0.0595219010179005,-0.0395338017082341,-0.0495278513630673,0.393844485734508,1.2637355564198811,-0.9060750553675092,0.0017067079846118,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4483126708029049,4.923204397859789,1.0608357274232725,1.321329519239644,-0.26049379181637144,1.0,0.0179325068321162
900,13.351768777756622,48.06636759992384,0,0,0.9168447964102008,0.9702241131129036,0.9449824783458912,-0.0533793167027029,1.605922888389668,1.7732901342592344,0.905617669837396,-0.1673672458695665,0.910889551775675,27.51446167743109,20.096907683760605,7.417553993670481,0.1786697555196012,1.5681477579510692,0.1647472664197603,1.3619183994239648,0.4608981126079099,1.727960785679214,-0.4508816521285735,0.624979150493679,0.6581051733146379,1.6380201046185838,-0.8619613558718133,0.5752050162961809,-0.0420337062471724,0.8475882945794044,-0.0943343408553203,0.7286608232993556,0.6581051733146379,-0.8619613558718133,1.727960785679214,0.5752050162961809,1.5200665291864512,0.0012503079511176,0.0018279218826202,0.6840013914114937,-0.0005776139315025,0.0005277876111683,0.0005840459932604,0.9036592677047652,-5.625838209213517e-05,0.0002251367376772,0.0002863852786873,0.7861049201271431,-6.124854101003071e-05,0.0002802972379939,0.0002730327905431,1.0265689031245189,7.264447450789355e-06,2.400869395745238e-05,2.73574070013064e-05,0.8772732453719969,-3.3487130438540225e-06,6.123660290114147e-06,6.72144566763292e-06,0.909709532316184,-5.977853775187732e-07,0.1367221108841934,Train2.csv,Side II,1.3690893194465623,1.7248237089633058,1.6404774323770104,1.5778193848473443,1.682650570670158,1.6477068420625534,0.6593637750726504,0.4585961174855663,0.5589799462791083,0.5750086351705431,0.6213568744476046,0.5981827548090739,-0.8621623925816551,-0.4550153144156201,-0.6585888534986376,0.4640031521069181,1.1498150737927628,22.540125552507163,0.395536028035659,0.906187721337308,-4.300101959580613e-05,0.8381410131220326,-1.983161388872385e-05,1.0754966480467207,1.804413759975694e-05,0.804240110361305,-0.0001626624227643,0.4922581366259741,-0.0004773254470038,-0.05776042921885886,0.9920949206352229,0.7171513780583135,1.5526756476847492,-0.8355242696264357,0.905959257176686,-0.0574092761887813
1200,17.802358370342162,64.08849013323179,0,0,0.4894530802275385,0.5053707440692964,0.968502977836396,-0.0159176638417578,1.557438887881616,1.7087826639753898,0.911431811430016,-0.1513437760937737,0.9358098672615212,20.10546453175045,16.76524938848182,3.340215143268626,-0.043717349701898,0.8842477837082799,-0.1367037223767225,0.7116578832677154,0.1176193786681966,1.2991771140037582,-0.0557266666730109,0.8997866686420126,0.0343876289485621,1.102082318222827,-0.2432282369501003,0.667424222614192,0.2520258297471975,1.6134138138388787,-0.0247016922287776,0.9606890993775066,0.2520258297471975,-0.2432282369501003,1.6134138138388787,0.667424222614192,0.4952540666972979,0.0003636977437752,0.0003846275464412,0.9455596499621725,-2.0929802665951435e-05,9.914576797118898e-05,0.0001125578399677,0.8807645949287047,-1.341207199655466e-05,0.0001169886797156,0.0001392282594971,0.8402049848805693,-2.223957978155671e-05,0.0001953439319479,0.0002046248629973,0.9545975162137172,-9.28093104934322e-06,1.466783447593143e-05,1.5255932334265764e-05,0.9608213998831996,-5.880978583343341e-07,1.5235418475088925e-06,1.7843937643127225e-06,0.8490565882524843,-2.6085191680383e-07,0.0294026047437453,Train3.csv,Normal,1.1992344434536777,1.6179775294086334,1.285155718770525,1.111265293998477,1.4515666240895793,1.3381328473925451,0.2510565248326989,0.1118199539798356,0.1814382394062673,0.6658511161400663,0.7053027783417185,0.6855769472408924,-0.2440834336994841,-0.1386988299441914,-0.1913911318218377,0.2963675549607439,0.9521264132685672,1.0607295223193205,-0.0324570311693506,0.9392813498887016,-1.3148465535660114e-05,0.8191870157876995,-2.103342394104366e-05,0.9266222746648264,-3.5679358683680462e-06,0.8999263837293456,-9.47735278759485e-06,0.623594707669913,-6.633549104214787e-05,-0.009688560537219709,0.29791405604840865,1.080509045276859,0.9650275936599179,0.11548145161694123,0.8819118913939571,-0.014749661876399672
861,12.7731921307205,45.98349167059381,0,0,0.4171415855335428,0.53481945522048,0.7799670966754653,-0.1176778696869372,1.4894452566471257,1.5606311383253648,0.9543864725789788,-0.0711858816782391,0.7602050736629035,24.852020963236093,17.18447740105423,7.667543562181862,-0.0164644962700608,0.9153066183081788,-0.2063792489787957,0.6777102020627932,-0.0363601060038724,0.918596874008019,0.1322817911120465,1.2877914119465237,-0.1460685980789184,0.7312273350996971,-0.0326648849024593,0.923261734549734,0.1070657086696654,1.3464072912658036,-0.5164242679257762,0.442331315393262,0.1322817911120465,-0.5164242679257762,1.3464072912658036,0.442331315393262,0.6487060590378229,0.0004162674199944,0.0005795922057545,0.7181950238655518,-0.0001633247857601,9.051638580500746e-05,0.0001452794217189,0.6230074064173003,-5.476303591396668e-05,5.104520183738628e-05,6.212841415694821e-05,0.821475773560251,-1.1083212319561931e-05,4.846986167470112e-05,6.830095729301704e-05,0.7095473932065048,-1.9831095618315925e-05,4.120354260136339e-06,4.582850957274172e-06,0.8971234421640678,-4.62496697137833e-07,1.3728588153662048e-06,2.7364932968782675e-06,0.4998587897252945,-1.3636344815120627e-06,0.1307974860792116,Train4.csv,Normal,1.4461900917190282,1.344829815448355,1.2783248547462274,0.9214692055008462,1.311577335097291,1.181541291898476,0.1275081502926477,0.1044168157338494,0.1159624830132486,0.4346013768880836,0.6738541991426559,0.5542277880153698,-0.5229645641524439,-0.2079938830413261,-0.365479223596885,0.2824542380525499,0.910228438560271,4.842714295609653,-0.2174496592488237,0.7497758158444798,-2.638717156783038e-05,0.5577764638475315,-1.1196834959449926e-05,0.6316411167306347,-4.68370173756453e-05,0.7306129017025143,-6.576322958874801e-05,0.957530514124674,-8.506384246510183e-06,-0.13913324536156693,0.4931960675779805,0.9040001137362665,0.8372045647929971,0.06679554894326944,0.6400101607602268,-0.07433018102353912
0,0.0,0.0,1,1,0.0767547758486966,0.060022793155793,1.2787602679847303,0.0167319826929035,1.3895557862583816,1.5423674212947749,0.9009239679626068,-0.1528116350363932,0.9945533485058612,23.9813059279171,23.359858860701745,0.6214470672153567,0.0086248206658265,1.1228807229783708,0.0017116442542882,1.027063219110596,0.0427824270290732,1.961255327683588,0.0492317956433687,2.296903267385474,-0.0141078218982931,0.8147368709527649,0.0003328463260541,1.0066923145120037,0.0188337009267718,1.2630628464646343,0.0278748516145277,1.5026352593884311,0.0492317956433687,-0.0141078218982931,2.296903267385474,0.8147368709527649,0.0633396175416618,8.475169624584039e-07,1.1462796366483349e-06,0.7329688559724794,-2.987626741899308e-07,1.0802981628663689e-07,1.8845808982438605e-07,0.5443457426312607,-8.042827353774917e-08,8.601409341159646e-07,1.5084847954978303e-06,0.5664468532488467,-6.483438613818659e-07,2.539145643047017e-07,3.275479290667616e-07,0.7522326236949938,-7.363336476205985e-08,1.8876965448319305e-07,2.4298818541349334e-07,0.7461599606901044,-5.421853093030032e-08,2.862978017224668e-07,3.590630852709186e-07,0.7757421783658037,-7.276528354845187e-08,0.0,Train5.csv,Normal,1.0266032025559355,1.754739889100518,1.0040072556904025,0.9865833545589736,1.37937357239546,1.248443499783298,0.006893202848982,0.0001266819808633,0.0035099424149226,0.7416830909945389,0.8246349176038265,0.7831590042991827,-0.0092487548017216,-0.0059218112757329,-0.0075852830387273,0.2981799719585948,1.013056798105979,83.77255315773675,0.2556261318863679,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.41829956732258744,1.9188693962174146,1.2574634734550232,1.3703997565908514,-0.11293628313582826,1.0,0.0167319826929035
369,5.474225198880214,19.70721071596877,0,0,0.3204044669406872,0.3651615283094476,0.877432131609567,-0.0447570613687604,1.43398023126482,1.5340653362612693,0.934758245311798,-0.1000851049964492,0.8676691703012809,21.39103956285362,29.393465027882065,-8.002425465028445,-0.1858623073571284,0.5025553750400557,0.0485035028145066,1.2998130527988936,-0.0177227063556623,0.9492766690589588,0.0876115641658823,1.269843354406532,-0.1758505036846723,0.7140118430323055,0.0914097549513422,1.311859281803646,-0.0695228772600373,0.8007744676100518,-0.0885149750017848,0.7010990872162393,0.0914097549513422,-0.1858623073571284,1.311859281803646,0.5025553750400557,0.2772720623084707,0.0001720589355463,0.0003595235295993,0.4785615843341991,-0.000187464594053,7.665783994222921e-05,0.0001027845303366,0.7457385105141111,-2.61266903943916e-05,3.290099841547168e-05,5.165055327605255e-05,0.6368688743936288,-1.8749554860580868e-05,9.124067459193192e-06,1.089832992952671e-05,0.8364311969054155,-1.774262470333518e-06,1.7356084464898816e-06,2.204029268619268e-06,0.7839139577284165,-4.684208221293862e-07,2.255766954892641e-06,8.816297925466761e-07,2.529936722335972,1.3741371623459647e-06,0.0560560654625192,Train6.csv,Normal,0.7277481418160472,1.3289311277364295,1.3143852799434497,1.249017819400846,1.3216582038399398,1.297444742360242,0.0914283211203894,0.0803325997848528,0.0858804604526211,0.4697484438259148,0.6586101661034589,0.5641793049646868,-0.195154362328584,-0.1756010395725631,-0.1853777009505736,0.3093997168127381,0.859182683910515,39.36037188199393,0.466674768664383,0.665584571465122,-2.1448301163759508e-05,0.9065103884216624,-7.533556097519755e-06,0.4147121442287892,-0.0001629204396676,0.477579196200626,-2.0586849991343185e-05,0.3607000418619785,-3.124282906056255e-06,-0.28810530312283444,2.0624728980595606,0.9379109455433124,0.9172150322993026,0.020695913244009878,0.5996005762836926,-0.01856129688961813
1223,18.143570239107053,65.31685286078539,0,0,0.5171481235646403,0.5295984106058541,0.9764910608551838,-0.0124502870412137,1.4277792646641354,1.5211415068244536,0.9386235592627687,-0.0933622421603181,1.0007120800953555,20.773767870562736,21.584469371749787,-0.8107015011870509,-0.0189965585423128,0.9349939855700214,0.0136987832875303,1.0520458631750305,-0.1007597210037172,0.7853768026687884,0.1231499305928435,1.3508287917142616,0.381067380446441,1.7792019233883225,-0.464720543838358,0.5124093797793379,0.1917065805463128,1.4769078975782677,-0.1320419317699286,0.8001088262674587,0.381067380446441,-0.464720543838358,1.7792019233883225,0.5124093797793379,0.8457879242847991,0.0004251774117233,0.0004549667070549,0.93450369025589,-2.978929533162467e-05,6.22121469415527e-05,6.461309073397726e-05,0.96269222401712,-2.4009437924245606e-06,9.563700950367034e-05,6.617918064273637e-05,1.444903964288091,2.945782886093397e-05,0.0002623043985622,0.0002987684818028,0.8779226568777716,-3.6464083240586673e-05,1.2055068602804122e-05,1.1868027233498125e-05,1.01490494724635,1.87041369305998e-07,2.182887399098668e-06,2.2362657357422075e-06,0.971785022744605,-5.33783366435396e-08,0.0294905014200751,Train7.csv,Normal,0.9624405169824316,1.7922693885771883,1.478290284537482,1.335381390009394,1.635279836557335,1.5353136877080211,0.3839079705222181,0.1900468183231934,0.2869773944227057,0.5108073506909567,0.7670501631669392,0.6389287569289479,-0.465942311229246,-0.1361108227596664,-0.3010265669944563,0.3969005353523371,1.2814620378862316,-4.943174992972047,0.1447424412060147,0.9092116812749887,-2.746998986264261e-05,1.4166635097017302,2.2195110912569216e-05,0.9161384889223034,-1.6372453411438696e-06,0.9141815657229302,-6.963548274720229e-06,1.056480339147426,3.8469828271642205e-06,-0.007295731971968829,0.3030431416436187,0.9298087012083548,0.9241388838046133,0.005669817403741506,1.0823278547823214,-0.011406187156586456
872,12.936380415781969,46.57096949681509,0,0,0.3795060800177937,0.3828240211611798,0.9913329601244673,-0.0033179411433861,1.3261353583568336,1.483685652600483,0.8938115341982156,-0.1575502942436493,0.935004720141617,26.39903640182098,25.420071791611093,0.9789646102098856,-0.0721333300805016,0.724832215016808,0.0098532792463991,1.0375807986685797,0.1103132147866408,1.280967050986953,-0.1041488531953065,0.7860791328147095,-0.0063987584961792,0.9846728291627734,-0.1658256873460467,0.6418904115319924,0.1130976378830154,1.2825742453200493,0.0410045796053721,1.133115007097593,0.1130976378830154,-0.1658256873460467,1.2825742453200493,0.6418904115319924,0.2789233252290621,0.0003095406838844,0.0003884140127936,0.7969143865697758,-7.887332890923088e-05,0.0001152495672372,9.875992633240046e-05,1.166848771855723,1.648964090484124e-05,4.593816721365583e-05,3.107807487027656e-05,1.4776780937817895,1.4860092343379273e-05,6.521541332162515e-05,6.159831670405952e-05,1.0585488585070846,3.617096617565635e-06,4.237441717823211e-06,3.638372310013426e-06,1.1614608811148492,5.990694078097855e-07,1.039784296803058e-06,1.2992719074595872e-06,0.7941698671443866,-2.594876106565293e-07,0.1324685341011295,Train8.csv,Normal,1.03851148052807,1.278940973995662,1.2670460283275726,1.11688100193261,1.2729935011616174,1.220956001418615,0.1102771404529928,0.1045794998485131,0.1074283201507529,0.6373180955947267,0.6899721941274016,0.6636451448610642,-0.1674223013449206,-0.1121479619085936,-0.1397851316267571,0.2344017689261531,0.6416228784009353,25.50597397010736,0.1627977362137906,1.204256840376764,1.4705253473386176e-05,1.036037786872727,5.269198733682454e-07,0.9754291174882266,-8.448649952481048e-07,1.038503575264352,1.0053446708583096e-05,0.6214434856656055,-5.651003215511055e-05,-0.003824530498370702,0.4374497661715347,1.0191932213165449,1.0144600215574469,0.004733199759098028,1.0166568265417686,-0.003236416401370981
367,5.444554601596311,19.60039656574672,0,0,0.2818693322311806,0.3318015671556127,0.8495117312205716,-0.0499322349244321,1.367249042794768,1.4352641200221106,0.9526114491370344,-0.0680150772273426,0.7939335555112552,26.99148577085743,31.324973346888825,-4.333487576031395,-0.031877178010881,0.9151996142549946,-0.1400694391954584,0.6642804944811284,0.0238738987175692,1.1410264964755092,0.0363884318463717,1.1393918062371624,-0.1441989317153034,0.6667836633783556,0.0588117649154743,1.2047400224081968,-0.0527351579688495,0.8107290389013012,-0.1018659909025835,0.7073206614136855,0.0588117649154743,-0.1441989317153034,1.2047400224081968,0.6642804944811284,0.2030106966307777,0.0001917997459366,0.0002896564075762,0.662140106412293,-9.785666163964769e-05,3.906774541639125e-05,5.9273412007057065e-05,0.6589996104094117,-2.0205666590665818e-05,1.866277686682392e-05,3.905775718970629e-05,0.4777027966105321,-2.039498032288237e-05,5.619566469040949e-06,6.359187364316078e-06,0.8823050960197929,-7.396208952751296e-07,1.0372893987021258e-06,1.0669021494514376e-06,0.9632160166367112,-2.96127507493118e-08,7.422683513049433e-07,6.628385504716111e-07,1.103189391845439,7.942980083333222e-08,0.0557522385494433,Train9.csv,Normal,0.8616602945943642,1.2043282504945907,1.1014204623714114,1.0493678598858514,1.152874356433001,1.1183721909172846,0.0582640790710843,0.026205221094855,0.0422346500829697,0.6545707199330245,0.6635563467085277,0.6590635333207762,-0.1439126323348978,-0.1427908773023853,-0.1433517548186416,0.2046239458451382,0.5497575305615662,4.227631682357995,-0.1453626864474717,0.5872909720727124,-1.7467731225255026e-05,0.6270873414766526,-3.237733633646847e-05,0.7562206947009099,-4.378698061677919e-05,0.382392951681854,-2.2821826312482896e-05,0.4961558110012802,-2.0813290313116114e-06,-0.3249311122533657,1.8342482720951958,0.9075965742410611,0.906835535070544,0.0007610391705170638,0.5885669959531389,-0.03775978938252308
579,8.589637913690092,30.92269648928433,0,0,0.2464889945717241,0.2317074466226152,1.0637939674646884,0.0147815479491088,1.4315910023380949,1.5075660788947398,0.9496041419899904,-0.0759750765566449,1.1051769942763348,33.09415533186146,47.1037881009479,-14.009632769086444,0.0831117602264134,1.3516757861561617,-0.0147764208160942,0.9198057921969164,0.024440483449075,1.1235937469822517,0.0241424935346608,1.1043138797470775,-0.050669401774624,0.8082150273551126,-0.0265528743404895,0.9102698771221812,0.011322705153399,1.0697089902468044,0.0521741475225675,1.2074031076165157,0.0831117602264134,-0.050669401774624,1.3516757861561617,0.8082150273551126,0.1337811620010374,9.055850307201013e-05,5.948576492964317e-05,1.522099987773924,3.1072738142366955e-05,1.0370626719844672e-05,8.141114692936164e-06,1.272295521596814,2.229512026908508e-06,2.1805776164073983e-05,1.8287671275046287e-05,1.1917241181292793,3.518104889027696e-06,5.863200749766363e-05,6.251458130186529e-05,0.9377433047426816,-3.8825738042016575e-06,1.8435474425616427e-06,1.6494172762894502e-06,1.1109607383887905,1.941301662721925e-07,4.5519809908272106e-07,4.982068684575059e-07,0.8956945042170024,-4.3008769374784816e-08,0.0139615701735269,Train10.csv,Normal,0.7025794879577782,1.359752136659809,1.1892878388472998,1.0638452349707352,1.2745199877535545,1.2042950701592814,0.0824601148586735,0.0469487397763279,0.0647044273175007,0.8084972959597424,0.9065963562111004,0.8575468260854213,-0.0489491012747729,-0.0274575826825434,-0.0382033419786582,0.1641292102976861,0.5512548407000667,-53.36558985652539,-0.2206655384743969,1.18938610801963,3.226018300663136e-06,1.2168843819275927,5.154241956537502e-07,1.817458506252308,1.9185390386378165e-05,1.3406647893389685,1.1845992976436869e-05,1.3364581856629172,1.2898006480394228e-06,0.03864605873397122,0.6444405007034929,1.0624606583285006,1.1316917751117765,-0.06923111678327598,1.45833589250629,0.026864850055684147
