length,mean,std,var,min,max,p2p,abs_peak,rms,mad,crest_factor,kurtosis,skewness,form_factor,impulse_factor,margin_factor,p1,p5,p10,p25,p50,p75,p90,p95,p99,iqr,zero_crossing_rate,mean_crossing_rate,basquin_moment_2.0,raw_moment_2.0,basquin_moment_2.5,raw_moment_2.5,basquin_moment_3.0,raw_moment_3.0,basquin_moment_3.3,raw_moment_3.3,basquin_moment_3.5,raw_moment_3.5,basquin_moment_4.0,raw_moment_4.0,basquin_moment_4.5,raw_moment_4.5,basquin_moment_5.0,raw_moment_5.0,basquin_moment_6.0,raw_moment_6.0,n_peaks,n_valleys,peak_mean,peak_std,peak_max,valley_mean,valley_std,valley_min,rf_total_cycles,rf_max_range,rf_mean_range,rf_rms_range,rf_damage_proxy_m2.0,rf_damage_proxy_m3.0,rf_damage_proxy_m3.3,rf_damage_proxy_m3.5,rf_damage_proxy_m4.0,rf_damage_proxy_m4.5,rf_damage_proxy_m5.0,psd_total_energy,psd_peak_freq,psd_mean_freq,psd_energy_0_10Hz,psd_energy_10_30Hz,psd_energy_30_60Hz,psd_energy_60_100Hz,psd_energy_100_128Hz,filename,damage
581120,5.935076713562012,8.631420135498047,74.50141143798828,-19.343730926513672,39.39125061035156,58.734981536865234,39.39125061035156,10.475044250488281,6.718461990356445,3.760485365826653,0.014209818648540207,-0.3043316227331203,1.20011712851563,4.513022899061363,5.147970367247759,-15.473142623901367,-10.280572891235352,-5.733823299407959,1.1274768114089966,5.877941131591797,12.123761177062988,16.622833251953125,19.72190284729004,23.692182540893555,10.996284365653992,0.01912685848017621,0.040010669052863435,74.50141143798828,109.72654724121094,272.59295654296875,420.7742614746094,1041.3553466796875,1675.7437744140625,2366.924560546875,3899.215087890625,4116.6689453125,6886.26025390625,16730.251953125,29070.984375,69552.484375,125689.8828125,294670.875,555330.5625,5537993.5,11499642.0,179167,179168,6.38826322555542,8.642341613769531,39.39125061035156,5.325061321258545,8.77227783203125,-19.343730926513672,199049.0,29.738080978393555,0.7295581102371216,1.070011854171753,56974.06640625,86085.859375,113847.3359375,142943.734375,288451.71875,682305.625,1814965.5,51.4839973449707,0.125,4.34091868987542,47.68707275390625,1.6979166269302368,0.6098510026931763,1.075993537902832,0.412335604429245,train01.csv,0.103662995
581120,-7.732025146484375,10.753981590270996,115.64812469482422,-37.65080642700195,25.297182083129883,62.947988510131836,37.65080642700195,13.245088577270508,7.348433017730713,2.842623981511948,0.74329086632252,0.17938235419398044,1.222454857306913,3.4749794936966594,3.9433998787361153,-29.84023666381836,-27.880155563354492,-25.715986251831055,-11.272601127624512,-8.015716552734375,-3.8021774291992188,5.105355739593506,12.580031394958496,21.15167236328125,7.470423698425293,0.007951886013215859,0.033268515969163,115.64812469482422,175.432373046875,505.682861328125,782.95703125,2287.322998046875,3665.493896484375,5725.91455078125,9416.4609375,10600.78515625,17764.048828125,50064.6015625,88222.453125,240109.046875,445776.5625,1166671.5,2280415.25,28456134.0,61178252.0,165817,165818,-7.365260124206543,10.87256908416748,25.297182083129883,-8.051000595092773,10.859366416931152,-37.65080642700195,197159.0,25.84672737121582,0.410794198513031,0.7108719944953918,24908.03515625,43963.8515625,64472.734375,86960.1328125,207088.34375,556602.5,1614497.0,32.083370208740234,0.125,3.421605312062335,29.599973678588867,1.660273790359497,0.33647507429122925,0.29817426204681396,0.188088521361351,train02.csv,0.149208849
581120,1.9267832040786743,9.019781112670898,81.35645294189453,-28.079456329345703,29.944936752319336,58.02439308166504,29.944936752319336,9.223281860351562,6.340574741363525,3.2466682907134623,0.6611403725747063,-0.1916006602504585,1.359725010076849,4.4145760743070275,5.5058546592872375,-22.896507263183594,-14.86484432220459,-8.776259422302246,-2.594133138656616,1.9638029336929321,5.956248760223389,15.420768737792969,18.46506118774414,21.3732967376709,8.550381898880005,0.021935228524229074,0.08404460352422907,81.35645294189453,85.06893157958984,321.5506286621094,335.81951904296875,1321.672119140625,1378.708984375,3131.67529296875,3260.430908203125,5594.5234375,5812.6171875,24232.623046875,24975.0,106939.015625,108849.7578125,479299.3125,479752.0,9997767.0,9565700.0,173099,173098,2.381016731262207,8.997480392456055,29.944936752319336,1.5077012777328491,8.985386848449707,-28.079456329345703,196218.5,28.100187301635742,0.5746000409126282,0.8982923030853271,39583.6015625,63740.73046875,87095.59375,111340.9140625,229823.40625,538555.1875,1389750.625,39.84797668457031,0.125,3.980451524251831,36.14152526855469,2.36860990524292,0.5481839179992676,0.46143701672554016,0.32750648260116577,train03.csv,0.111297606
581120,-2.477905035018921,6.969852447509766,48.57884216308594,-54.09785079956055,38.489471435546875,92.58732223510742,54.09785079956055,7.397218704223633,5.345893859863281,7.313269076208964,0.2064072479155432,0.11237901450817883,1.2585392431835296,9.204036128370785,10.868889209968275,-18.591022491455078,-14.313704490661621,-11.146109580993652,-6.839029788970947,-2.5957276821136475,1.4945098161697388,7.0516204833984375,9.751516342163086,14.016077995300293,8.333539605140686,0.03036722191629956,0.04228558645374449,48.57884216308594,54.71884536743164,161.63243103027344,184.09190368652344,562.46875,649.1561279296875,1210.19677734375,1409.3125,2030.5418701171875,2379.682861328125,7566.81298828125,9017.0224609375,29027.771484375,35181.51171875,114521.609375,141030.703125,1945814.5,2455737.25,171863,171863,-2.0008649826049805,6.921385765075684,38.489471435546875,-3.097769260406494,6.892965316772461,-54.09785079956055,188093.5,54.44862365722656,0.754761815071106,1.2758196592330933,76540.6875,259319.640625,452146.84375,679084.4375,2080629.75,7167892.0,27032632.0,107.8671646118164,0.125,3.0600243390294106,101.34974670410156,4.640511512756348,0.6657798290252686,0.7921704649925232,0.4181782007217407,train04.csv,0.894736481
581120,3.0745980739593506,8.83038330078125,77.97566986083984,-19.36431884765625,29.429405212402344,48.793724060058594,29.429405212402344,9.350337028503418,6.329578876495361,3.1474165180021925,0.26077932191027564,0.07648322384884627,1.30502027169106,4.107442359448591,5.0023668972179784,-15.563204765319824,-13.17794132232666,-10.580087661743164,-0.3800051510334015,2.978921413421631,7.855742931365967,13.825279235839844,20.105195999145508,24.65888023376465,8.235748082399368,0.0280664922907489,0.03323237885462555,77.97566986083984,87.42880249023438,299.0227966308594,338.9040832519531,1184.449951171875,1374.9849853515625,2736.92431640625,3242.0283203125,4802.841796875,5779.171875,19826.20703125,24985.935546875,83012.7890625,110535.765625,351644.0625,498308.125,6488807.5,10580933.0,176329,176329,3.440829277038574,8.767675399780273,29.429405212402344,2.832165002822876,8.784682273864746,-19.36431884765625,209921.0,23.202106475830078,0.3616980016231537,0.5593899488449097,16421.966796875,17488.77734375,22934.40625,29206.77734375,63064.9140625,159385.71875,441094.6875,26.821298599243164,0.125,2.8201567208196163,25.365192413330078,0.7726831436157227,0.24588730931282043,0.25182661414146423,0.1853182315826416,train05.csv,0.054740135
581120,-6.897783279418945,10.940569877624512,119.69607543945312,-44.11301803588867,40.774288177490234,84.8873062133789,44.11301803588867,12.933505058288574,7.635540962219238,3.4107550766074013,0.6637666385140109,0.08075377397828884,1.2500387590681645,4.263576043448088,4.900750039495796,-31.306577682495117,-27.394916534423828,-24.2315731048584,-10.991449356079102,-6.531305313110352,-2.9597883224487305,6.270882606506348,13.528716087341309,21.687931060791016,8.031661033630371,0.010149366740088105,0.03662410517621145,119.69607543945312,167.27554321289062,524.2000122070312,750.8387451171875,2378.68408203125,3536.038818359375,5968.64306640625,9113.9560546875,11068.4462890625,17229.5703125,52491.3359375,86007.765625,252722.6875,436931.90625,1231972.125,2248942.0,30171818.0,61298440.0,164690,164689,-6.343239784240723,11.074219703674316,40.774288177490234,-7.203335762023926,11.091263771057129,-44.11301803588867,189020.5,43.35141372680664,0.5446718335151672,0.9919052124023438,46493.1796875,137103.265625,232120.671875,343009.1875,1016544.5625,3390138.75,12264749.0,52.980140686035156,0.125,3.7874155063579784,48.8793830871582,2.879261016845703,0.5605529546737671,0.40035808086395264,0.2599233388900757,train06.csv,0.467359393
581120,-0.013323228806257248,7.273799896240234,52.908164978027344,-24.62008285522461,21.027305603027344,45.64738845825195,24.62008285522461,7.273812770843506,5.240907669067383,3.3847561974524347,0.5945541180686011,0.12964201947990367,1.386932767684291,4.694429280869908,5.958251987010976,-18.4804744720459,-13.599401473999023,-7.298224925994873,-3.2717647552490234,-1.09909188747406,3.1399588584899902,12.043240547180176,14.207409858703613,15.950651168823242,6.411723613739014,0.01607757433920705,0.01622212279735683,52.908164978027344,52.90835189819336,187.56240844726562,187.52801513671875,690.9950561523438,690.803955078125,1530.7911376953125,1530.3372802734375,2612.516845703125,2611.74072265625,10062.1416015625,10059.5361328125,39301.66796875,39294.98828125,155231.921875,155226.375,2487026.25,2487897.5,177914,177913,0.3982149064540863,7.2908196449279785,21.027305603027344,-0.33843106031417847,7.2768025398254395,-24.62008285522461,212096.0,22.458040237426758,0.43802353739738464,0.654514729976654,22714.92578125,23747.1015625,30373.84375,38103.27734375,80248.3828125,200421.9375,548942.875,20.32251739501953,0.125,4.9640601348687765,18.35287094116211,0.9670107364654541,0.36526986956596375,0.37253516912460327,0.2642849385738373,train07.csv,0.028737481
581120,1.3630160093307495,8.907249450683594,79.33909606933594,-25.75804901123047,28.776933670043945,54.534982681274414,28.776933670043945,9.010933876037598,6.4711503982543945,3.1935573011545513,0.6894703456493128,-0.22915225146503176,1.3114293320273551,4.188124718244661,4.96979916581585,-19.6726016998291,-16.785913467407227,-12.243497848510742,-2.95495343208313,3.2648608684539795,4.690866947174072,10.667956352233887,18.292104721069336,22.717493057250977,7.645820379257202,0.022604625550660794,0.014334388766519823,79.33909606933594,81.1969223022461,312.8987121582031,315.3893127441406,1284.8204345703125,1284.77587890625,3037.92724609375,3032.287353515625,5414.20751953125,5402.9951171875,23224.080078125,23229.00390625,100923.6640625,101497.984375,443043.90625,449116.625,8742643.0,9058043.0,178412,178412,1.8005743026733398,8.876655578613281,28.776933670043945,0.8930873274803162,8.878944396972656,-25.75804901123047,206506.5,19.41362190246582,0.5729395747184753,0.8703861236572266,39110.88671875,49705.671875,61503.07421875,73415.0625,127698.2421875,253571.796875,556459.6875,31.218603134155273,0.125,5.284071933302444,28.456886291503906,1.1657531261444092,0.5398427844047546,0.6860518455505371,0.3691411018371582,train08.csv,0.078418334
581120,3.9683637619018555,2.884122133255005,8.318160057067871,-15.130051612854004,31.197628021240234,46.32767963409424,31.197628021240234,4.905718803405762,2.2833876609802246,6.3594407407891245,1.0967668178947694,-0.1703477315569523,1.157811824762043,7.363035688560636,8.215687302935475,-3.497110605239868,-0.792961835861206,0.2997523248195648,2.1322805881500244,4.092363357543945,5.954654216766357,7.234447956085205,8.225118637084961,10.7039213180542,3.822373628616333,0.02516863986784141,0.061078606828193834,8.318160057067871,24.066076278686523,18.048812866210938,61.221343994140625,42.228912353515625,161.5623321533203,72.74119567871094,294.1755676269531,105.93389129638672,441.78466796875,283.4626159667969,1252.5506591796875,805.3469848632812,3688.938720703125,2419.63720703125,11314.814453125,25506.953125,121559.75,179332,179333,4.373524188995361,2.8151016235351562,31.197628021240234,3.5515782833099365,2.8254661560058594,-15.130051612854004,204134.0,29.924211502075195,0.5251114964485168,0.8134164810180664,33766.12890625,53474.4453125,75168.0546875,98490.3515625,218182.203125,548731.0625,1509488.875,36.63698959350586,0.125,4.056917142111514,33.10303497314453,2.3316805362701416,0.363921195268631,0.5392739176750183,0.29855281114578247,train09.csv,0.033628754
581120,-3.1447126865386963,15.500435829162598,240.26351928710938,-51.5286979675293,36.99814987182617,88.52684783935547,51.5286979675293,15.816219329833984,10.582530975341797,3.2579655664187674,0.8941131268078748,-0.0834847280788866,1.3669353060644165,4.45342815868025,5.468642865835262,-42.553138732910156,-35.3718376159668,-20.45224952697754,-7.926429748535156,-3.7724146842956543,3.736274480819702,19.39567756652832,28.00132942199707,31.27947235107422,11.662704229354858,0.013627133810572687,0.056907351321585906,240.26351928710938,250.1527862548828,1272.8642578125,1319.681640625,6991.03173828125,7295.8447265625,19659.33203125,20679.662109375,39317.296875,41634.58203125,224793.75,243058.671875,1301010.875,1443742.75,7602013.5,8695529.0,265476672.0,326030016.0,169654,169653,-2.7793631553649902,15.541705131530762,36.99814987182617,-3.615954637527466,15.542842864990234,-51.5286979675293,196982.0,29.303447723388672,0.5269118547439575,0.8687159419059753,37163.97265625,71989.453125,106313.625,143417.625,339023.75,905758.375,2640012.75,53.89194869995117,0.125,2.846272729234968,50.812339782714844,1.8484631776809692,0.5527979135513306,0.4084257483482361,0.2692679762840271,train10.csv,0.716510036
